Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG,npxG,xA,npxG+xA,xG_90,xA_90,xG+xA_90,npxG_90,npxG+xA_90
Yacine Adli\26777636,fr FRA,MFFW,Bordeaux,fr Ligue 1,21-162,2000,19,15,1303,14.5,1,6,1,0,0,2,0,0.07,0.41,0.48,0.07,0.48,1.3,1.3,3.8,5.1,0.09,0.27,0.36,0.09,0.36
Felix Afena-Gyan\0154d290,gh GHA,FWMF,Roma,it Serie A,18-353,2003,6,0,186,2.1,2,0,2,0,0,3,1,0.97,0,0.97,0.97,0.97,1.1,1.1,0.1,1.2,0.51,0.06,0.57,0.51,0.57
Martin Agirregabiria\355c883a,es ESP,DF,Alavés,es La Liga,25-242,1996,14,12,1134,12.6,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.1,0.1,0.9,0.9,0.01,0.07,0.08,0.01,0.08
Julen Agirrezabala\a2c1a8d3,es ESP,GK,Athletic Club,es La Liga,21-012,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucien Agoume\8bc8829a,fr FRA,MF,Brest,fr Ligue 1,19-332,2002,13,10,888,9.9,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0.06,0.02,0.09,0.06,0.09
Kevin Agudelo\46fa7204,co COL,FWMF,Spezia,it Serie A,23-054,1998,6,2,277,3.1,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,0.1,0.13,0.03,0.13
Nayef Aguerd\288e1e13,ma MAR,DF,Rennes,fr Ligue 1,25-283,1996,18,18,1610,17.9,2,1,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17,1.4,1.4,0.2,1.6,0.08,0.01,0.09,0.08,0.09
Sergio Agüero\4d034881,ar ARG,FW,Barcelona,es La Liga,33-219,1988,4,2,151,1.7,1,0,1,0,0,0,0,0.6,0,0.6,0.6,0.6,1.1,1.1,0.3,1.3,0.64,0.16,0.8,0.64,0.8
Ruben Aguilar\3dd738a1,fr FRA,DF,Monaco,fr Ligue 1,28-256,1993,14,10,998,11.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0,0.03,0.03,0,0.03
Álvaro Aguirre\93b054dc,es ESP,FW,Rayo Vallecano,es La Liga,21-338,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,fr Ligue 1,27-293,1994,11,5,421,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.02,0.09,0.11,0.02,0.11
Joseph Aidoo\18abe173,gh GHA,DF,Celta Vigo,es La Liga,26-100,1995,13,11,954,10.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Ola Aina\246d153b,ng NGA,DF,Torino,it Serie A,25-091,1996,16,13,1066,11.8,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,1.3,1.5,0.02,0.11,0.13,0.02,0.13
Rayan Aït Nouri\9b398aea,fr FRA,DF,Wolves,eng Premier League,20-215,2001,9,8,718,8,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.3,0.3,0.6,0.8,0.04,0.07,0.11,0.04,0.11
Kristoffer Ajer\a8c0acb7,no NOR,DF,Brentford,eng Premier League,23-265,1998,7,6,565,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07
Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,fr Ligue 1,27-316,1994,17,16,1339,14.9,9,5,7,2,2,4,1,0.6,0.34,0.94,0.47,0.81,6.3,4.8,1.6,6.4,0.42,0.11,0.53,0.32,0.43
Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,de Bundesliga,26-172,1995,14,14,1260,14,0,0,0,0,0,2,0,0,0,0,0,0,1.1,1.1,0,1.1,0.08,0,0.08,0.08,0.08
Carlos Akapo\f2a68b97,gq EQG,DF,Cádiz,es La Liga,28-301,1993,11,8,776,8.6,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04
Nathan Aké\eaeca114,nl NED,DF,Manchester City,eng Premier League,26-323,1995,8,6,581,6.5,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,0.3,0.3,0,0.3,0.04,0,0.04,0.04,0.04
Ilias Akhomach\b8bd60fe,es ESP,FW,Barcelona,es La Liga,17-266,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.08,0.27,0.34,0.08,0.34
Maghnes Akliouche\b625b241,fr FRA,MF,Monaco,fr Ligue 1,19-316,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Akouokou\31f5b89b,ci CIV,MF,Betis,es La Liga,24-018,1997,3,2,179,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0.03,0.02,0.03
Jean-Daniel Akpa-Akpro\fdf4b948,ci CIV,MF,Lazio,it Serie A,29-088,1992,8,4,302,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.12,0.01,0.13,0.12,0.13
Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,de Bundesliga,26-263,1995,15,12,932,10.4,2,1,2,0,0,2,0,0.19,0.1,0.29,0.19,0.29,1.2,1.2,1.4,2.6,0.12,0.13,0.25,0.12,0.25
David Alaba\05439de2,at AUT,DF,Real Madrid,es La Liga,29-197,1992,18,18,1612,17.9,1,3,1,0,0,1,0,0.06,0.17,0.22,0.06,0.22,0.6,0.6,1.7,2.3,0.03,0.09,0.13,0.03,0.13
Sofiane Alakouch\5314e067,ma MAR,DFMF,Metz,fr Ligue 1,23-162,1998,4,0,158,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Tomás Alarcón\99ea2ddd,cl CHI,MF,Cádiz,es La Liga,22-353,1999,16,13,1146,12.7,0,1,0,0,0,5,0,0,0.08,0.08,0,0.08,1,1,0.9,1.9,0.08,0.07,0.15,0.08,0.15
Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,de Bundesliga,29-091,1992,11,1,185,2.1,0,0,0,0,1,2,0,0,0,0,0,0,1.4,0.6,0.4,1,0.66,0.21,0.88,0.3,0.51
Jordi Alba\4601e194,es ESP,DF,Barcelona,es La Liga,32-292,1989,13,13,1150,12.8,0,4,0,0,0,3,0,0,0.31,0.31,0,0.31,0.8,0.8,2.2,3,0.06,0.17,0.24,0.06,0.24
Luis Alberto\5294a83f,es ESP,MF,Lazio,it Serie A,29-101,1992,18,13,1177,13.1,3,6,3,0,0,4,0,0.23,0.46,0.69,0.23,0.69,1.4,1.4,3.2,4.7,0.11,0.25,0.36,0.11,0.36
Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,es La Liga,36-125,1985,14,14,1260,14,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Marc Albrighton\b827d5b3,eng ENG,DFFW,Leicester City,eng Premier League,32-050,1989,8,4,430,4.8,1,0,1,0,0,1,0,0.21,0,0.21,0.21,0.21,0.5,0.5,0.3,0.7,0.1,0.06,0.15,0.1,0.15
Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,es La Liga,28-130,1993,9,5,408,4.5,0,2,0,0,0,1,0,0,0.44,0.44,0,0.44,1.3,1.3,1.6,2.9,0.29,0.35,0.64,0.29,0.64
Thiago Alcántara\77e84962,es ESP,MF,Liverpool,eng Premier League,30-271,1991,11,8,676,7.5,1,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,1.5,1.5,1,2.5,0.19,0.13,0.33,0.19,0.33
Omar Alderete\bb08bce9,py PAR,DF,Valencia,es La Liga,25-012,1996,16,15,1299,14.4,2,0,2,0,0,9,0,0.14,0,0.14,0.14,0.14,0.7,0.7,0.2,0.9,0.05,0.01,0.06,0.05,0.06
Iván Alejo\3d7e48ce,es ESP,MFFW,Cádiz,es La Liga,26-331,1995,5,2,244,2.7,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.02,0.1,0.11,0.02,0.11
Carles Aleñá\6c811eb7,es ESP,MFFW,Getafe,es La Liga,24-002,1998,18,18,1380,15.3,0,2,0,0,0,4,1,0,0.13,0.13,0,0.13,0.9,0.9,1.6,2.5,0.06,0.11,0.16,0.06,0.16
Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,eng Premier League,23-092,1998,18,18,1594,17.7,2,9,2,0,0,1,0,0.11,0.51,0.62,0.11,0.62,1.9,1.9,7.1,9,0.11,0.4,0.51,0.11,0.51
Mircea Alexandru Tirlea\683a1d81,ro ROU,DF,Alavés,es La Liga,21-285,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Ali Cho\f8405304,fr FRA,FW,Angers,fr Ligue 1,17-353,2004,18,14,1162,12.9,2,0,2,0,0,2,0,0.15,0,0.15,0.15,0.15,4.6,4.6,1.1,5.6,0.35,0.08,0.44,0.35,0.44
Alisson\7a2e46a8,br BRA,GK,Liverpool,eng Premier League,29-097,1992,18,18,1620,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan\cc700722,br BRA,MF,Everton,eng Premier League,30-364,1991,16,16,1407,15.6,0,2,0,0,0,2,0,0,0.13,0.13,0,0.13,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04
Jim Allevinah\1956b948,ga GAB,FW,Clermont Foot,fr Ligue 1,26-314,1995,16,10,892,9.9,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,1.6,1.6,0.9,2.5,0.16,0.09,0.25,0.16,0.25
Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,eng Premier League,25-271,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0,0.14,0,0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21
Miguel Almirón\862a1c15,py PAR,MF,Newcastle Utd,eng Premier League,27-331,1994,16,11,975,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.9,0.4,1.3,0.08,0.04,0.12,0.08,0.12
Marcos Alonso\f4290206,es ESP,DF,Chelsea,eng Premier League,31-010,1990,15,14,1257,14,1,2,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,1.6,1.6,2.8,4.4,0.11,0.2,0.31,0.11,0.31
Giorgio Altare\aa5322d5,it ITA,DF,Cagliari,it Serie A,23-151,1998,2,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Álvarez\6f392eb8,es ESP,FW,Celta Vigo,es La Liga,36-200,1985,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1.91,0,1.91,1.91,1.91
Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,es La Liga,26-348,1995,11,11,990,11,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.03,0,0.03,0.03,0.03
Steven Alzate\ad1f61f3,co COL,MF,Brighton,eng Premier League,23-121,1998,4,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.07,0.12,0.19,0.07,0.19
Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,es La Liga,20-048,2001,3,1,79,0.9,0,1,0,0,0,0,0,0,1.14,1.14,0,1.14,0,0,0,0.1,0.04,0.05,0.08,0.04,0.08
Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,eng Premier League,27-017,1994,10,9,786,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amath\f3b1d9a2,sn SEN,FWMF,Mallorca,es La Liga,25-175,1996,11,6,566,6.3,0,1,0,0,0,4,0,0,0.16,0.16,0,0.16,0.8,0.8,0.2,1,0.13,0.03,0.16,0.13,0.16
Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,27-304,1994,2,2,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.07,0,0.07
Kelvin Amian\bcc81786,fr FRA,DF,Spezia,it Serie A,23-333,1998,16,15,1252,13.9,0,1,0,0,0,2,1,0,0.07,0.07,0,0.07,0.8,0.8,0.7,1.5,0.06,0.05,0.11,0.06,0.11
Nadiem Amiri\555d5edd,de GER,MFFW,Leverkusen,de Bundesliga,25-072,1996,12,3,367,4.1,1,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,0.5,0.5,0.1,0.6,0.11,0.03,0.14,0.11,0.14
Ethan Ampadu\10b9fa99,wls WAL,MF,Venezia,it Serie A,21-115,2000,12,10,830,9.2,0,2,0,0,0,7,1,0,0.22,0.22,0,0.22,0.1,0.1,1,1,0.01,0.1,0.11,0.01,0.11
Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,it Serie A,25-139,1996,11,1,223,2.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03
Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,eng Premier League,25-221,1996,16,14,1296,14.4,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,0.3,0.3,0.5,0.8,0.02,0.04,0.06,0.02,0.06
Felipe Anderson\9f1893b9,br BRA,FW,Lazio,it Serie A,28-267,1993,20,18,1526,17,3,5,3,0,0,1,0,0.18,0.29,0.47,0.18,0.47,2.6,2.6,3.6,6.2,0.15,0.21,0.37,0.15,0.37
Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,30-176,1991,17,8,816,9.1,2,1,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33,2.9,2.9,0.8,3.7,0.32,0.08,0.41,0.32,0.41
Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,28-271,1993,4,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.1,0.02,0.11,0.1,0.11
Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-083,1998,8,4,420,4.7,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.05,0.07,0.02,0.07
Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-157,1990,18,18,1551,17.2,2,1,2,0,0,5,0,0.12,0.06,0.17,0.12,0.17,0.6,0.6,0.9,1.6,0.04,0.06,0.09,0.04,0.09
Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-107,1994,13,9,765,8.5,2,1,2,0,0,3,1,0.24,0.12,0.35,0.24,0.35,1.7,1.7,0.3,2,0.2,0.04,0.24,0.2,0.24
José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-124,1989,12,5,466,5.2,1,1,1,0,0,0,1,0.19,0.19,0.39,0.19,0.39,0.1,0.1,0.6,0.8,0.03,0.12,0.15,0.03,0.15
Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,25-003,1997,14,13,1120,12.4,0,3,0,0,0,3,0,0,0.24,0.24,0,0.24,0.8,0.8,3.7,4.5,0.06,0.3,0.36,0.06,0.36
Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-109,1986,9,3,357,4,0,3,0,0,0,0,0,0,0.76,0.76,0,0.76,0.2,0.2,0.7,0.9,0.04,0.18,0.22,0.04,0.22
Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-142,2002,11,8,614,6.8,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,1.4,1.4,0.2,1.7,0.21,0.03,0.24,0.21,0.24
Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-171,1996,14,14,1251,13.9,0,1,0,0,0,2,1,0,0.07,0.07,0,0.07,0.6,0.6,0.8,1.4,0.04,0.06,0.1,0.04,0.1
Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-184,2000,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,31-285,1990,19,18,1660,18.4,8,5,8,0,1,5,1,0.43,0.27,0.7,0.43,0.7,7.4,7.2,4.2,11.4,0.4,0.23,0.63,0.39,0.62
Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,27-334,1994,14,7,604,6.7,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,1.4,1.4,0.7,2.1,0.2,0.11,0.31,0.2,0.31
Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-191,1998,18,17,1449,16.1,3,2,3,0,0,0,0,0.19,0.12,0.31,0.19,0.31,4.5,4.5,3,7.5,0.28,0.19,0.46,0.28,0.46
Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-176,2002,17,6,548,6.1,0,1,0,0,0,2,0,0,0.16,0.16,0,0.16,0.6,0.6,0.2,0.8,0.09,0.04,0.13,0.09,0.13
Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-212,1992,15,9,878,9.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.03,0.03,0,0.03
Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-099,1995,16,16,1344,14.9,0,2,0,0,0,5,0,0,0.13,0.13,0,0.13,0.8,0.8,1.1,1.9,0.06,0.07,0.13,0.06,0.13
Mattia Aramu\0847b5a5,it ITA,FWMF,Venezia,it Serie A,26-238,1995,16,13,1018,11.3,5,3,3,2,2,4,0,0.44,0.27,0.71,0.27,0.53,3.3,1.8,2,3.8,0.29,0.18,0.47,0.16,0.33
Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,32-265,1989,11,8,746,8.3,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.9,0.9,0.2,1.1,0.11,0.02,0.13,0.11,0.13
Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-131,1991,16,12,1151,12.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.01,0,0.01,0.01,0.01
Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,22-306,1999,15,10,1026,11.4,2,0,2,0,0,2,0,0.18,0,0.18,0.18,0.18,0.6,0.6,0.4,1,0.05,0.03,0.08,0.05,0.08
Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-170,2001,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-189,1999,2,2,172,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,29-359,1992,8,3,327,3.6,1,0,1,0,0,1,0,0.28,0,0.28,0.28,0.28,0.6,0.6,0.2,0.8,0.17,0.05,0.22,0.17,0.22
Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,24-331,1997,16,14,1171,13,2,2,2,0,0,1,0,0.15,0.15,0.31,0.15,0.31,4,4,1.7,5.7,0.31,0.13,0.44,0.31,0.44
Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,29-283,1992,6,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.18,0.11,0.3,0.18,0.3
Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,32-263,1989,17,17,1399,15.5,6,1,4,2,3,3,0,0.39,0.06,0.45,0.26,0.32,7.1,4.9,2.1,7,0.46,0.14,0.6,0.32,0.45
Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-225,1994,17,17,1485,16.5,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,0.9,0.9,2.6,3.5,0.05,0.16,0.21,0.05,0.21
Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-096,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-144,1990,17,11,858,9.5,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,1,1,0.9,1.9,0.11,0.09,0.2,0.11,0.2
Santiago Arzamendia\759d8dd7,py PAR,MF,Cádiz,es La Liga,23-247,1998,7,3,245,2.7,1,0,1,0,0,0,0,0.37,0,0.37,0.37,0.37,0,0,0,0,0.02,0,0.02,0.02,0.02
Takuma Asano\13ddc856,jp JPN,FW,Bochum,de Bundesliga,27-058,1994,11,8,660,7.3,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,1.2,1.2,0.7,2,0.17,0.1,0.27,0.17,0.27
Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,24-316,1997,14,14,1249,13.9,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,0.1,1,0.06,0.01,0.07,0.06,0.07
Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32-193,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,25-351,1996,16,9,814,9,5,0,5,0,0,0,0,0.55,0,0.55,0.55,0.55,3.1,3.1,1.3,4.4,0.34,0.15,0.49,0.34,0.49
Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,20-054,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,20-363,2001,15,5,560,6.2,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.04,0.03,0.07,0.04,0.07
Fisnik Asllani\35f67a30,xk KVX,FW,Hoffenheim,de Bundesliga,19-152,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
